Cluster ID,Company Names
5173,sasmos het technologies
5174,enercon
5175,bookmyshow
5176,designco
5177,cape east
5178,global opportunities
5179,weavetex overseas
5180,plintron global technology solutions
5181,toxsl technologies
5182,in2it technologies
5183,avasoft
5184,multiplier brand solutions
5185,aligarh muslim university
5186,doodleblue innovation
5187,emami frank ross
5188,sakura autoparts
5189,hospet steels
5190,total environment building systems
5191,edureka!
5192,creative garments
5193,protiviti
5194,vamani overseas
5195,sony pictures networks distribution india pvt.ltd
5196,eagle infra
5197,barco electronic systems
5198,indian acrylics
5199,viveks
5200,clearpack
5201,shore infotech india
5202,flowmore
5203,"india infoline housing finance, indiabulls housing finance, indiabulls housing finance ltd, indiabulls housing finance"
5204,j g hosiery
5205,renom energy services
5206,"nv group, nn group, nn group, nn group n.v., nn group, nn group nv, ing group nv, nn group"
5207,epiq systems
5208,dream india schools
5209,deloitte support services block a
5210,turtle
5211,"uniqlo, uniqlo, uniqa, uniqa"
5212,mfine
5213,sandvik mining and rock technology
5214,redington gulf
5215,institute of chemical technology
5216,board infinity
5217,etv bharat
5218,archies
5219,zucol group
5220,sagitec solutions
5221,vis networks
5222,dhandhania infotech
5223,shemaroo entertainment
5224,jaipur national university
5225,"sika, sika, sika ag, sika, sika, sika ag, sika ag"
5226,sphinx worldbiz
5227,khaitan electricals
5228,"automation anywhere, automation anywhere, automation anywhere"
5229,sun technologies
5230,ds-max properties
5231,isource
5232,architect hafeez contractor
5233,bygging india
5234,object frontier software
5235,radiant export
5236,intercraft trading
5237,ganesh grains
5238,coslight india telecom
5239,apothecon pharmaceuticals
5240,schreiber dynamix dairies
5241,bdo
5242,hyperquality
5243,annet technologies
5244,parsvnath developers
5245,sbl
5246,japfa comfeed
5247,"videocon telecommunications, videocon"
5248,lycatel bpo
5249,texila educational and management services
5250,enova facilities management llc
5251,exusia
5252,"mahindra sanyo special steel, sanco industries ltd, san-a co.,ltd., sanyo special steel co. ltd, sanyo chemical industries ltd, sanyo chemical industries ltd, san-a co ltd, sanyo special steel, sanyo chemical industries"
5253,chicmic
5254,"international flavors & fragrances, international flavors & fragrances, international flavors & fragrances inc., international flavors & fragrances, international flavors & fragrances inc, international flavors & fragrances, international flavors & fragrances inc."
5255,arabian bemco contracting co
5256,creamy foods
5257,allana group of companies
5258,three d integrated solutions ltd
5259,scc infrastructure
5260,toto india industries
5261,pure & cure healthcare
5262,reliance naval and engineering
5263,kayjay forging
5264,desai construction
5265,cotecna inspection india
5266,qualsquad infotech
5267,lakshmi life sciences
5268,aurobindo realty & infrastructure
5269,"bridgei2i analytics solutions, bridgei2i analytics"
5270,chennais amirta international institute of hotel management
5271,lulu international shopping mall
5272,bg distributors
5273,xylem resource management
5274,"automotive axles, automotive axles"
5275,pontika aerotech
5276,acs solution
5277,easypolicy.com
5278,british paints
5279,inteva products
5280,siemens plm software
5281,algoworks technologies
5282,netcore solutions
5283,ace creative learning
5284,koenig solutions
5285,o p jindal global university
5286,"perkinelmer, perkinelmer, perkinelmer, inc., perkinelmer, perkinelmer inc, perkinelmer"
5287,marsh
5288,i-source infosystems
5289,entercoms
5290,shri mahant indiresh hospital
5291,hwashin automotive
5292,focus softnet
5293,sargam electronics
5294,coastal marine construction & engineering
5295,altezzasys
5296,"egis, egis technology"
5297,laxmi remote india
5298,advids.co
5299,nucon aerospace
5300,mogli labs
5301,frost & sullivan
5302,the mobilestore
5303,john deere financial
5304,sonatrach
5305,modicare
5306,chrysalis high
5307,smcc construction india
5308,river engineering
5309,calderys india refractories
5310,hegde & hegde pharmaceutica
5311,nahar spinning mills
5312,kartavya healtheon
5313,bonanza portfolio
5314,underwriters laboratories
5315,aranca
5316,"sembcorp marine, sembcorp, sembcorp, sembcorp marine, sembcorp industries ltd, sembcorp marine ltd, sembcorp marine ltd, sembcorp industries ltd, sembcorp industries ltd, sembcorp marine ltd"
5317,isc projects
5318,"deep industries, deep industries ltd"
5319,"inventys research, inventry"
5320,inorbit mall
5321,axa parenterals
5322,atomberg technologies
5323,astral pipe
5324,ts tech sun india
5325,infoservice
5326,veeraraghavan & company
5327,hyundai transys india
5328,ugro capital
5329,google pay
5330,befree business resourceing
5331,niit foundation
5332,radhakrishna foodland
5333,"philip morris international, philip morris, philip morris är, philip morris international, philip morris, philip morris international, philip morris international inc, philip morris international, philip morris cr, philip morris international inc."
5334,apps associates
5335,vishnu chemicals
5336,rich graviss products
5337,strategic learning solutions
5338,fermenta biotech
5339,sage publications
5340,meru cabs
5341,weir minerals
5342,abcd
5343,corrtech international
5344,synchronoss technologies
5345,vcare (india)
5346,paraminfo
5347,mã¶venpick hotels & resorts
5348,ludhiana beverages
5349,n+a
5350,vsynergize outsourcing
5351,adglobal360
5352,"abt maruti, maruti, maruti techlabs"
5353,bilt graphic paper products
5354,ministry of education
5355,gandour india food processing
5356,hcl foundation
5357,s&ib services
5358,shriram epc
5359,unimark remedies
5360,inspiredge it solutions
5361,npcc engineering
5362,mehta cad cam systems
5363,klj group
5364,ascend telecom infrastructure
5365,"samsung sds, samsung sds, samsung sds"
5366,vistaprint
5367,accuster technologies
5368,pasco automobiles
5369,renata precision components
5370,zeco aircon
5371,vanesa care
5372,atc tires
5373,any brand
5374,taal tech india
5375,berar finance
5376,house of diagnostics
5377,shivalaya construction
5378,khandelwal laboratories
5379,lubi industries llp
5380,high court lucknow
5381,myoung shin india automotive
5382,ixar
5383,pps motors
5384,"acko general insurance, acko general insurance"
5385,nilkamal furniture
5386,go speedy go
5387,pearvisa immigration services
5388,the chennai silks
5389,"revlon, revlon, revlon, revlon inc"
5390,lee pharma
5391,crescendo global
5392,"moody's, moody's, moody's"
5393,"hudson's bay company, hudson's bay company"
5394,"wpil, wpil"
5395,supreme infrastructure
5396,axis solutions
5397,kumar organic products
5398,itc abd
5399,selectsys
5400,"dubai electricity & water authority (dewa), dubai electricity and water authority"
5401,tvs - sundaram brake linings
5402,raheja developers
5403,smc power generation
5404,national mineral development corporation
5405,melco
5406,"stemmons business services, stemmons business services"
5407,"doosan heavy industries & construction, doosan heavy industries & construction, doosan heavy industries & construction"
5408,"jehangir hospital, jehangir hospital"
5409,"teerthanker mahaveer university, teerthanker mahaveer university"
5410,"sv edusports, sv edusports"
5411,illusion dental laboratory
5412,"national sample survey office (nsso), national sample survey office (nsso)"
5413,"multi organics, multi organics"
5414,"multi mantech international, multi mantech international, mantech international corp, mantech international corporation"
5415,orange city water
5416,hindustan platinum
5417,fedora solutions
5418,"aci worldwide, aci worldwide, aci worldwide inc, aci worldwide"
5419,the calcutta medical research institute
5420,mvs acmei technologies
5421,searce cosourcing services
5422,cosmos impex
5423,nagata india
5424,putzmeister concrete machines
5425,arunachala logistics
5426,solulab inc
5427,ziff davis performance marketing
5428,freelancer.com
5429,hero housing finance
5430,technotask business solutions
5431,leverage edu
5432,little nap recliners
5433,spectrum consultants
5434,"billdesk, billdesk"
5435,gangavaram port
5436,"waterhealth international, waterhealth international"
5437,hartex rubber
5438,him teknoforge
5439,"ravi foods, ravi foods"
5440,mega rubber technologies
5441,awign enterprises
5442,utkal alumina international
5443,singer india
5444,pathcare labs
5445,"harita seating systems, harita seating systems ltd"
5446,mgnrega
5447,maaden phosphate company
5448,itc wills lifestyle
5449,"axalta coating systems, axalta coating systems ltd., axalta coating systems ltd, axalta coating systems"
5450,kryfs power components
5451,paranjape schemes construction
5452,quest global technologies
5453,aster medcity
5454,dmi draexlmaier manufacturing
5455,reliance corporate it park
5456,irclass systems and solutions
5457,cnsi
5458,q way technologies
5459,hard rock cafe
5460,spykar lifestyles
5461,hansa research group
5462,saraswati accountants software
5463,mapro foods
5464,minda stoneridge instruments
5465,"colruyt group, colruyt group"
5466,dozco
5467,pg electroplast
5468,imedx information services
5469,primus super speciality hospital
5470,sankara eye hospital
5471,interglobe air transport
5472,alstrong enterprises
5473,intech organics
5474,donear industries
5475,enrich hair and skin solutions
5476,manikaran power
5477,cohnreznick
5478,shankar electricals
5479,rd public school
5480,odisha power generation corporation
5481,datasigns technologies
5482,ani integrated services
5483,vfi slk global services
5484,kpmg assurance and consulting services
5485,ebixcash world money
5486,terralogic software solutions
5487,dr l h hiranandani hospital
5488,3f industries
5489,brickwork ratings
5490,excel crop care
5491,"om careers, ombud careers, omd careers"
5492,appco group
5493,indianoil skytanking
5494,cpc diagnostics
5495,allegis global solutions
5496,auto ignition
5497,rajdeep buildcon
5498,rolex rings
5499,evio
5500,saurer
5501,tecnotree convergence
5502,gujarat sidhee cement
5503,dantal hydraulics
5504,vasantha tool crafts
5505,la renon healthcare
5506,beumer group
5507,sage metals
5508,transpek-silox industry
5509,interplex
5510,toyotetsu india auto parts
5511,wibmo
5512,gar corporation
5513,kaff appliances (india)
5514,h-one india
5515,pravin electricals
5516,ambey mining
5517,ls cable
5518,bharatiya vidya bhavan
5519,wonderchef home appliances
5520,bansal hospital
5521,galva decoparts
5522,"kerryindev logistics, kerry logistics network ltd, kerry logistics network"
5523,rc plasto tanks and pipes
5524,tyco fire & security
5525,shalina laboratories
5526,futurz staffing solutions
5527,gowtham model school
5528,hotel sahara star
5529,sgpgi
5530,rsh global
5531,vtp realty
5532,lakmã© salon
5533,john crane sealing systems india
5534,makino auto industries
5535,epicor software corporation
5536,j pan tubular components
5537,tonglit autogistic
5538,greenlight planet
5539,celebrity cruises
5540,ahana systems & solutions
5541,orange retail finance
5542,entertainment network india
5543,diamondpick
5544,sikka group
5545,rei systems
5546,frontline ncr business solutions
5547,archidply industries
5548,sita
5549,u.s. polo assn
5550,fhpl
5551,eta ascon group
5552,"intertrust group, intertrust n.v., intertrust"
5553,grivaa capital
5554,radiant appliances
5555,hiranandani financial services
5556,fitelo
5557,nexdigm
5558,it by design
5559,ansal properties & infrastructure
5560,smartschool education
5561,nmims
5562,kiwitech
5563,wep solutions india
5564,"mtar technologies, mtar technologies limited"
5565,collegedekho
5566,vijaya bank
5567,sugam parivahan
5568,uttar pradesh jal nigam
5569,green power international
5570,fusion
5571,cpm
5572,amrita vishwa vidyapeetham
5573,mpptcl
5574,"rexel, rexel, rexel, rexel"
5575,steril gene life sciences
5576,goel ganga developments
5577,btl epc
5578,globe capital market
5579,sarda energy & minerals
5580,pickrr
5581,ivangel sales & services
5582,"china state construction engineering corporation, hongkong & shanghai banking corporation, china petroleum engineering & construction corporation, bank of china, china mobile, china merchants bank, china construction bank, china telecom, bank of taiwan, agricultural bank of china, china mobile (hk), agricultural bank of china, china mobile, china construction bank, bank of china, china shenhua energy, china yangtze power, china telecom, bank of china (hong kong), china state construction engineering, china securities, china everbright bank, china minsheng bank, china railway group, china communications construction, taiwan cooperative financial, bank of shanghai, bank of jiangsu, china gas, taiwan business bank, china construction bank, agricultural bank of china, bank of china, china merchants bank, china mobile, china state construction engineering, china shenhua energy, china citic bank, china telecom, china everbright bank, china resources land, china minsheng bank, china communications construction, china railway group, bank of beijing, bank of jiangsu, china railway construction, power construction corporation of china, bank of shanghai, bank of nanjing, china yangtze power, china zheshang bank, bank of hangzhou, china energy engineering, china bohai bank, bank of zhengzhou co. ltd, jiangsu changshu rural commercial bank co. ltd, china national medicines corp ltd, guangzhou rural commercial bank co. ltd, china communications services corp ltd, china railway hi-tech industry corp ltd, china bohai bank co. ltd, bank of jinzhou co. ltd, china petroleum engineering corp, north china pharmaceutical company ltd, china development bank financial leasing co. ltd, jiangsu zijin rural commercial bank co.,ltd, central china securities co. ltd, bank of guiyang co.,ltd., shanghai construction group co. ltd, bank of guizhou co. ltd, china railway signal & communication corp ltd, shengjing bank co. ltd, china national chemical engineering co. ltd, china industrial securities co.,ltd., bank of hangzhou co. ltd, china zheshang bank co. ltd, china galaxy securities co. ltd, china everbright ltd, beijing energy international holding co ltd, china merchants land ltd, china aircraft leasing group holdings ltd, china everbright greentech ltd, china oil and gas group ltd, china medical & healthcare group ltd, china industrial securities international financial group ltd, beijing enterprises medical and health industry group ltd, china smarter energy group holdings ltd, china development bank international investment ltd, everbright grand china assets ltd, china primary energy holdings ltd, china investment and finance group ltd, china environmental resources group ltd, china financial leasing group ltd, chinese energy holdings ltd, china energy development holdings ltd, china railway construction corp ltd, bank of beijing co. ltd, bank of jiangsu co. ltd, bank of nanjing co. ltd, bank of shanghai co. ltd, china united network communications ltd, china merchants securities co. ltd, china resources pharmaceutical group ltd, china medical system holdings ltd, china power international development ltd, china gas holdings ltd, everbright securities company ltd, power construction corp of china ltd, china communications construction co ltd, china minsheng banking corp ltd, china everbright bank company ltd, the shanghai commercial & savings bank ltd, taiwan cooperative financial holding co. ltd, taiwan business bank,ltd., union bank of taiwan, china chemical & pharmaceutical co. ltd, taipei star bank, china resources gas group ltd, china railway group ltd, the hong kong and china gas company ltd, china telecom corp ltd, china resources land ltd, china mobile, china citic bank corp ltd, china petroleum & chemical corporation, china shenhua energy company ltd, bank of china, agricultural bank of china, china merchants bank, china construction bank, china bank, china power, china construction bank, agricultural bank of china, bank of china, china merchants bank, china mobile, china state construction engineering, china shenhua energy, china citic bank, china telecom, china everbright bank, china resources land, china minsheng bank, china communications construction, china railway group, bank of beijing, bank of jiangsu, china railway construction, power construction corporation of china, bank of shanghai, bank of nanjing, china yangtze power, china zheshang bank, bank of hangzhou, china energy engineering, china bohai bank, china merchants securities, shanghai construction, shanghai rural commercial bank, taiwan cooperative financial, china galaxy securities, china national chemical, china resources pharmaceutical group, bank of guiyang, china gas holdings, china resources power, guangzhou rural commercial bank, shengjing bank, bank of jinzhou, china everbright international, bank of guizhou, china resources gas group, bank of tianjin, china development bank financial leasing, china communications services, bank of zhengzhou, shanghai commercial & savings bank, china industrial securities, taiwan business bank, bank of suzhou, bank of lanzhou, china petroleum engineering, taiwan business bank co ltd, china banking corp, china medical system holdings ltd, north china pharmaceutical co ltd, the shanghai commercial & savings bank ltd, jiangsu changshu rural commercial bank co ltd, taiwan cooperative bank ltd, everbright securities co ltd, china traditional chinese medicine holdings co ltd, china galaxy securities co ltd, oriental energy co ltd, china railway hi-tech industry corp ltd, bank of zhengzhou co ltd, china merchants securities co ltd, china power international development ltd, bank of tianjin co ltd, china railway signal & communication corp ltd, china everbright environment group ltd, the hong kong and china gas co ltd, guangzhou rural commercial bank co ltd, china state construction international holdings ltd, china resources gas group ltd, china bohai bank co ltd, china gas holdings ltd, china resources power holdings co ltd, bank of nanjing co ltd, china zheshang bank co ltd, bank of shanghai co ltd, bank of jiangsu co ltd, bank of beijing co ltd, china communications services corp ltd, china national chemical engineering co ltd, china guangfa bank co., ltd., china resources pharmaceutical group ltd, china resources land ltd, china everbright bank co ltd, shanghai construction group co ltd, the hongkong and shanghai banking corp ltd, china energy engineering corp ltd, china united network communications ltd, china minsheng banking corp ltd, china shenhua energy co ltd, china citic bank corp ltd, china telecom corp ltd, power construction corporation of china, china merchants bank co ltd, china communications construction co ltd, china mobile ltd, bank of china ltd, china railway construction corp ltd, china railway group ltd, agricultural bank of china ltd, china construction bank corp, industrial and commercial bank of china ltd, china state construction engineering corp ltd, china petroleum & chemical corp, china national petroleum corp, china construction bank corporation, china merchants bank, agricultural bank of china, bank of china, china mobile, china petroleum & chemical corporation (sinopec), china yangtze power, china shenhua energy company, china telecom corporation, china resources land, china citic bank corporation, hong kong and china gas company, china everbright bank company, china minsheng banking, china railway group, china merchants securities, power construction corporation of china ltd, china communications construction company, china united network communications, china railway construction corporation, bank of shanghai, bank of beijing, bank of nanjing, bank of jiangsu, china galaxy securities, china resources gas group, taiwan cooperative financial holding, china resources power holdings company, bank of hangzhou, china national chemical engineering co. ltd, china zheshang bank co. ltd, china gas holdings, everbright securities company, shengjing bank, shanghai commercial & savings bank, china railway signal & communication corporation, china energy engineering corporation limited, china state construction international holdings, china power international development, china bohai bank co., ltd., chinalin securities, shanghai construction group, china everbright international, bank of guizhou, guangzhou rural commercial bank, china medical system holdings, bank of guiyang, china national medicines corporation, bank of zhengzhou, bank of suzhou, china traditional chinese medicine holdings, china resources pharmaceutical group, china communications services corporation, north china pharmaceutical company. ltd, china railway hi-tech industry corporation, bank of jinzhou co., ltd., jiangsu changshu rural commercial bank, central china securities, china national accord medicines corporation, china petroleum engineering corporation, taiwan business bank, china everbright, jiangsu zijin rural commercial bank, china development bank financial leasing, jiangsu zhangjiagang rural commercial bank, china west construction group co. ltd, bank of tianjin, union bank of taiwan, china resources and environment, jiangsu suzhou rural commercial bank co. ltd, jiangsu jiangyin rural commercial bank, china tian lun gas holdings, industrial and commercial bank of china (usa), national association"
5583,e-meditek tpa services
5584,vibracoustic
5585,madura garments
5586,"o9 solutions, o9 solutions, o9 solutions"
5587,sks ispat & power
5588,dexcel electronics designs
5589,rushil decor
5590,jindal india thermal power
5591,blazeclan technologies
5592,central electronics
5593,"acs group, grupo acs, grupo acs, acs group"
5594,infinity data technologies
5595,karza technologies
5596,faber sindoori management services
5597,sresta natural bioproducts
5598,ags infotech
5599,d light energy
5600,spun micro processing
5601,dgs technical services
5602,digiversal consultants
5603,annora pharma
5604,qrg central hospital & research centre
5605,a.k.automatics
5606,"aeon credit service, aeon motor co. ltd, aeon co. ltd, aeon delight co. ltd, aeon financial service co. ltd, aeci ltd, aei corp ltd, aeci ltd, aeon delight co ltd, aeon financial service co ltd, aeon co ltd, aeon co ltd, aeon financial service, aeon delight"
5607,merkle sokrati
5608,fawaz alhokair group
5609,ewac alloys
5610,rapidtech
5611,"agriculture department, department of agriculture"
5612,labdhi lifestyle
5613,"lixil, lixil group corp, lixil corp, lixil group corporation"
5614,unistal systems
5615,pin click
5616,india transact services
5617,sri ranganathar industries
5618,sjmmcsl
5619,"it solutions, agon it solutions"
5620,sangam
5621,plaza premium lounge
5622,shankaranarayana constructions
5623,accenture federal services
5624,ifortis worldwide
5625,bloombrain learning solutions
5626,globus infocom
5627,ministry of home affairs
5628,"trafigura, trafigura, trafigura limited"
5629,hinduja foundries
5630,anri solutions hr services
5631,"phenom, phenom, phenom people, phenofarm, phenofarm"
5632,arihant publications
5633,nis management private
5634,pearl polymers
5635,dew solutions
5636,indian school of business
5637,mindsquare technologies
5638,cherry hill interiors
5639,raintree hotel
5640,arb bearings
5641,rishabh instruments
5642,gulf petrochemical services & trading
5643,gruh finance
5644,communications test design
5645,casino air caterers & flight services
5646,medsave healthcare tpa
5647,b m birla heart research centre
5648,lulu hypermarket
5649,aditya birla idea payments bank
5650,imdaad
5651,privat hospital
5652,chiripal poly films
5653,raptim research
5654,sushee infra & mining
5655,"imerys, imerys, imerys"
5656,village financial services
5657,rasandik engineering industries india
5658,s v s projects india
5659,stellar information technology
5660,lanco anpara power
5661,ravindra bharathi schools
5662,choice solutions (india)
5663,aamby valley city
5664,"shiprocket, shiprocket"
5665,baif development research foundation
5666,mts
5667,"cgs, cgs"
5668,vishnu solutions
5669,technocraft industries
5670,jsw severfield structures
5671,kamdhenu
5672,iws
5673,eastman exports global clothing pvt.ltd
5674,fm india supply chain
5675,fouress engineering india
5676,"s s enterprises, s r enterprises, s r enterprises"
5677,pullman new delhi aerocity
5678,spray engineering devices
5679,electrical maintenance
5680,hp global e-business operations
5681,dar group
5682,private practice
5683,vogo automotive
5684,relevel
5685,omprime technology private limited
5686,funnl
5687,vasta bio-informatics
5688,"stellantis, stellantis, stellantis, stellantis n.v., stellantis, stellantis nv, stellantis n.v, stellantis n.v., stellantis n.v."
5689,"rj corp, cj corporation, cj corp, cj finances ltd, cj logistics corporation, cj corporation"
5690,"videocon industries ltd., videocon industries ltd"
5691,modelama exports
5692,viraj projects
5693,executive ship management
5694,dimension india network
5695,m+w group
5696,theon pharmaceuticals
5697,costa coffee
5698,absas solutions
5699,at&s
5700,avantha technologies
5701,impelsys
5702,danblock brakes
5703,lokmat media
5704,"sakshi, sakshi"
5705,marque impex
5706,overseas health care
5707,"sysinformation healthcare, sysinformation healthcare"
5708,"hamad medical corporation, hamad medical corporation"
5709,"steer engineering, steer engineering"
5710,"datawind innovations, datawind innovations"
5711,"wheels emi, wheels emi"
5712,"creative info-link, creative info-link"
5713,"ind innovations, ind innovations"
5714,"datavail infotech, datavail infotech"
5715,"bajaj steel industries, bajaj steel industries"
5716,morarjee textiles
5717,"syniverse technologies, syniverse technologies"
5718,"oceanic pharmachem, oceanic pharmachem"
5719,"oman shapoorji llc, oman shapoorji llc"
5720,"kwality pharmaceuticals, kwality pharmaceuticals"
5721,"bsr infratech india, bsr infratech india"
5722,"indiafilings, indiafilings"
5723,arwade infrastructure
5724,sheth creators
5725,"reventics, reventics"
5726,"accountant anywhere services, accountant anywhere services"
5727,"prgx india, prgx india"
5728,"aaj enterprises, aaj enterprises"
5729,sindhu cargo services
5730,met technologies
5731,jamboree education
5732,veritaz healthcare
5733,bando india
5734,pan gulf technologies
5735,"altos global services, altos global services"
5736,"skandhanshi infra projects, skandhanshi infra projects"
5737,"wockhardt biotech park, wockhardt biotech park"
5738,the nuance group ag
5739,bold technology systems
5740,mt autocraft
5741,john cockerill
5742,housr
5743,premier energies
5744,cadworks india
5745,osb india
5746,delhi institute of digital marketing (didm)
5747,indo gulf fertilisers
5748,"south central railway, southern railway"
5749,"kiit university, kiit university"
5750,"tropilite foods, tropilite foods"
5751,"rolls-royce, rolls-royce, rolls royce"
5752,"nikon, nikon, nikon"
5753,"maintec technologies, maintec technologies"
5754,"sahyadri industries, sahyadri industries, sahyadri farmers producer company"
5755,"mycar, mycar"
5756,"milan laboratories, milan laboratories"
5757,veena world
5758,"embio limited mahad raigad, embio limited mahad raigad"
5759,"nahar group of companies, nahar group of companies"
5760,"datatracks, datatracks"
5761,"expeditors international, expeditors international, expeditors, expeditors international of washington, inc., expeditors international, expeditors international of washington inc, expeditors international of washington"
5762,"continuserve softech india, continuserve softech india"
5763,ruby general hospital
5764,"ratnadeep super market, ratnadeep super market"
5765,manipal global education services
5766,clixlogix technologies
5767,the heritage school
5768,inductotherm
5769,quality council of india
5770,the indure
5771,indian designs
5772,fortis escorts heart institute
5773,umang dairies
5774,patil automation
5775,legend polyfoams
5776,techno india group
5777,quadgen wireless solutions
5778,j mitra and co
5779,chanakya ias academy
5780,madras medical mission
5781,ccs computers
5782,a. menarini india
5783,billroth hospitals
5784,nalanda learning systems
5785,innovassynth technologies
5786,vkl seasoning
5787,preet tractors
5788,soch apparels
5789,ghv india
5790,ijm (india) infrastructure
5791,j&f
5792,highbar technocrat
5793,ebix smartclass educational services
5794,"australia and new zealand banking group, australia and new zealand banking group limited"
5795,"dangote cement, dangote cement, dangote cement plc"
5796,edr continuous information
5797,loconav
5798,"enphase energy, encotec energy, enphase energy, enphase energy, inc., enloc energy, enphase energy inc, enphase energy"
5799,art housing finance (india)
5800,gujarat guardian ltd.
5801,taggd
5802,civica india
5803,programmers.io
5804,edvoy
5805,ruloans
5806,rane group
5807,woodenstreet.com
5808,kusalava international
5809,nkc projects
5810,"unity infraprojects, unity infraprojects, unity infraprojects ltd"
5811,"texas instruments, texas instruments, texas instruments, texas instruments, texas instruments, texas instruments inc, texas instruments"
5812,ncdex
5813,vortex engineering
5814,"christ university, christ university"
5815,"the grand new delhi, the grand new delhi"
5816,"waste management, waste management, cleanaway waste management, cleanaway company ltd, cleanaway waste management limited, waste management, inc., waste management, cleanaway waste management ltd, waste management inc, waste management, cleanaway waste management, waste management of illinois, inc., waste management national services, inc., waste management, inc., waste management national services, inc., waste management, inc."
5817,kesoram industries
5818,sustainable agro-commercial finance
5819,maneesh pharmaceuticals
5820,krystal integrated services
5821,apis india
5822,"eenadu, eenadu"
5823,"thermal systems, thermal systems"
5824,"apollo pipes, apollo pipes, apollo pipes, apollo pipes ltd"
5825,"tresvista, tresata, tresata"
5826,"skechers, skechers"
5827,uti technology services
5828,paras buildtech
5829,"cube construction engineering, cube construction engineering"
5830,"hubergroup, hubergroup, hub group, hub group inc, hub group"
5831,"symed labs, symed labs"
5832,"g-cube solutions, g-cube solutions"
5833,"tata trusts, tata trusts"
5834,"brightview telecom, brightview telecom"
5835,"savita oil technologies, savita oil technologies"
5836,"tps infrastructure, tps infrastructure"
5837,"eglo india, eglo india"
5838,manipal business solutions
5839,enhance business solutions
5840,sky gourmet catering
5841,setco automotive
5842,shivalik prints
5843,kinetic taigene electrical
5844,yashashvi rasayan
5845,opgs power gujarat
5846,hp globalsoft
5847,buildahome
5848,ilabz technology
5849,payswiff solutions
5850,"vhb life sciences, vhb medi sciences, vhb medi sciences"
5851,casa grand builder
5852,pgein
5853,cbnits
5854,futurense technologies
5855,varite
5856,ecole globale international girls school
5857,madura fashion & lifestyle
5858,"euronet worldwide, euronet worldwide, inc., euronet worldwide inc, euronet worldwide"
5859,a3logics
5860,rishabh software
5861,avanti learning centres
5862,enquero
5863,ece industries
5864,delhi police
5865,iit kanpur
5866,rustomjee academy for global careers
5867,softtech engineers
5868,ats elgi
5869,modi builders & realtors
5870,flourish pure foods
5871,"gulf oil corporation, gulfport energy, gulfport energy corporation"
5872,ecos (i) mobility & hospitality
5873,iimt group of colleges
5874,bhate & raje construction co.
5875,stellapps technologies
5876,sumtotal systems
5877,prerana motors
5878,colorbar cosmetics
5879,alpha corp
5880,cadmaxx solutions
5881,gems education
5882,bhartiya international
5883,"baskin robbins, baskin robbins"
5884,pharmazell
5885,nippo batteries
5886,dosti realty
5887,ageis
5888,iljin electronics
5889,emdad llc
5890,metal man micro turners.
5891,ansal housing & construction
5892,tatvasoft
5893,goodricke group
5894,"religare housing development finance corporation, housing development finance corporation, housing development finance corporation ltd, housing and urban development corporation"
5895,m power micro finance
5896,pramata knowledge solutions
5897,lakshmikumaran & sridharan
5898,datapro
5899,acme formulation
5900,akal academy
5901,ctx life science
5902,aries agro
5903,dec property management
5904,dbl
5905,central academy school
5906,tfg vacations
5907,keolis hyderabad metro
5908,kisan mouldings
5909,aptonline
5910,tamilnadu petroproducts
5911,hansa direct
5912,bewakoof
5913,qdigi services
5914,al-suwaidi industrial services
5915,million minds management services
5916,mobase
5917,golden tulip hotels
5918,"absolute barbecues, absolute barbecues"
5919,accentuate technology
5920,chetana publications
5921,zudio
5922,teqtous inc
5923,"upstox, upstox"
5924,e-solutions
5925,rpg group
5926,reachlocal services
5927,data patterns
5928,jamia millia islamia
5929,"nec corporation of america, nec corp, nec corp, nec corporation"
5930,"claas, claas"
5931,dnv gl
5932,"rakbank, rabobank"
5933,"gulf contracting, gulf contracting co. wll, gulf contracting co. wll"
5934,dic india
5935,helpage india
5936,dunnhumby
5937,jwil
5938,"sas, sas ab, sas ab, sas ab (publ)"
5939,yes
5940,bits pilani
5941,wellknown polyesters
5942,numeric power systems
5943,himedia laboratories
5944,"sofcon, sofcon"
5945,gail gas
5946,kh exports
5947,excelity global
5948,tasmed
5949,sovereign pharma
5950,drn infrastructure
5951,lince soft solutions
5952,valdel engineers & constructors
5953,tafe access
5954,valuefirst digital media
5955,squadstack
5956,frick india
5957,"voith, voith"
5958,globus spirits
5959,"altair engineering, altair engineering, altair engineering"
5960,"toluna, toluna"
5961,ogilvy
5962,sanzyme
5963,citec engineering
5964,changepond technologies
5965,sampark logistics
5966,marquis technologies
5967,ecpl
5968,ideas2it technologies
5969,brij gopal construction company
5970,"arya collateral warehousing services, arya collateral warehousing services"
5971,kapitaltech
5972,kanakadurga finance
5973,tsr darashaw
5974,kidzania
5975,globalhunt
5976,danfoss power solutions
5977,csc computer education
5978,ezeego one travel tours
5979,sodecia
5980,gleneagles global hospital
5981,robinhood insurance broker
5982,"spx flow technology, spx flow inc, spx flow"
5983,evertogen life sciences
5984,meghmani finechem
5985,kamlesh kumar singh engineers
5986,zcl chemicals
5987,hipower support center
5988,chili's grill & bar
5989,yuken india
5990,durovalves india
5991,jharkhand state livelihood promotion society
5992,"mahle engine components, mahle engine components"
5993,constantia flexibles
5994,r m chemicals
5995,excelus learning solution
5996,jasper colin research
5997,identifyplus delivery services
5998,link group
5999,aurigene pharmaceutical services
